Forager_Word,Original Found,ReplFound,Close Matches in S2V
pistol shrimp,FALSE,FALSE,No close match found
pit bull,FALSE,FALSE,No close match found
pit bull terrier,FALSE,FALSE,No close match found
pit viper,FALSE,FALSE,No close match found
pitbull,FALSE,FALSE,No close match found
placental mammal,FALSE,FALSE,No close match found
placoderm,FALSE,FALSE,No close match found
plaice,FALSE,TRUE,place
planaria,FALSE,FALSE,No close match found
plankton,FALSE,FALSE,No close match found
platypus,FALSE,FALSE,No close match found
pleco,FALSE,FALSE,No close match found
plesiosaur,FALSE,FALSE,No close match found
plover,TRUE,TRUE,"plover, plovers, lover"
pochard,FALSE,FALSE,No close match found
pocket gopher,FALSE,FALSE,No close match found
poison dart frog,FALSE,FALSE,No close match found
polar,TRUE,TRUE,"polar, poplar"
polar bear,FALSE,FALSE,No close match found
polecat,FALSE,FALSE,No close match found
pollack,FALSE,FALSE,No close match found
pollock,TRUE,TRUE,pollock
pollywog,FALSE,FALSE,No close match found
polo pony,FALSE,FALSE,No close match found
polychaeta,FALSE,FALSE,No close match found
pomeranian,FALSE,FALSE,No close match found
pompano,FALSE,FALSE,No close match found
pony,TRUE,TRUE,pony
pooch,FALSE,FALSE,No close match found
poodle,TRUE,TRUE,poodle
popinjay,FALSE,FALSE,No close match found
porbeagle,FALSE,FALSE,No close match found
porcupine,TRUE,TRUE,"porcupine, porcupines"
porgy,FALSE,FALSE,No close match found
pork,TRUE,TRUE,pork
porpoise,TRUE,TRUE,"porpoise, porpoises"
portuguese water dog,FALSE,FALSE,No close match found
possum,TRUE,TRUE,possum
potato beetle,FALSE,FALSE,No close match found
potbellied pig,FALSE,FALSE,No close match found
potoroo,FALSE,FALSE,No close match found
poultry,TRUE,TRUE,poultry
pouter,FALSE,TRUE,outer
prairie cat,FALSE,FALSE,No close match found
prairie chicken,FALSE,FALSE,No close match found
prairie dog,FALSE,FALSE,No close match found
prairie grouse,FALSE,FALSE,No close match found
prairie rattlesnake,FALSE,FALSE,No close match found
prairie vole,FALSE,FALSE,No close match found
prawn,FALSE,TRUE,prawns
praying mantis,FALSE,FALSE,No close match found
primate,TRUE,TRUE,primate
proboscis monkey,FALSE,FALSE,No close match found
pronghorn,FALSE,FALSE,No close match found
pronghorn antelope,FALSE,FALSE,No close match found
protists,FALSE,FALSE,No close match found
psyllid,FALSE,FALSE,No close match found
ptarmigan,TRUE,TRUE,ptarmigan
pterodactyl,FALSE,FALSE,No close match found
pterosaur,FALSE,FALSE,No close match found
pubic louse,FALSE,FALSE,No close match found
puff adder,FALSE,FALSE,No close match found
puffer,FALSE,FALSE,No close match found
puffer fish,FALSE,FALSE,No close match found
pufferfish,FALSE,FALSE,No close match found
puffin,TRUE,TRUE,"puffin, puffing"
pug,TRUE,TRUE,pug
puggle,FALSE,FALSE,No close match found
pullet,TRUE,TRUE,pullet
puma,TRUE,TRUE,puma
pumpkinseed,FALSE,FALSE,No close match found
pup,TRUE,TRUE,pup
pupa,FALSE,FALSE,No close match found
puppy,TRUE,TRUE,puppy
purple finch,FALSE,FALSE,No close match found
purple gallinule,FALSE,FALSE,No close match found
purple marten,FALSE,FALSE,No close match found
puss,TRUE,TRUE,puss
pussycat,FALSE,FALSE,No close match found
pygmy chimpanzee,FALSE,FALSE,No close match found
pygmy elephant,FALSE,FALSE,No close match found
pygmy goat,FALSE,FALSE,No close match found
pygmy marmoset,FALSE,FALSE,No close match found
pygmy sperm whale,FALSE,FALSE,No close match found
python,FALSE,FALSE,No close match found
quagga,FALSE,FALSE,No close match found
quahog,FALSE,FALSE,No close match found
quail,TRUE,TRUE,quail
queen bee,FALSE,FALSE,No close match found
queenfish,FALSE,FALSE,No close match found
quetzal,FALSE,FALSE,No close match found
quokka,FALSE,FALSE,No close match found
rabbit,TRUE,TRUE,"rabbit, rabbits, rabbi"
raccoon,FALSE,FALSE,No close match found
raccoon fox,FALSE,FALSE,No close match found
racehorse,FALSE,FALSE,No close match found
racoon,FALSE,FALSE,No close match found
ragdoll cat,FALSE,FALSE,No close match found
rainbow lorikeet,FALSE,FALSE,No close match found
rainbow smelt,FALSE,FALSE,No close match found
rainbow trout,FALSE,FALSE,No close match found
rainbowfish,FALSE,FALSE,No close match found
ram,TRUE,TRUE,ram
raptor,FALSE,FALSE,No close match found
rat,TRUE,TRUE,rat
rat snake,FALSE,FALSE,No close match found
rat terrier,FALSE,FALSE,No close match found
ratite,FALSE,FALSE,No close match found
raton,FALSE,TRUE,ration
rattler,TRUE,TRUE,"rattler, rattle"
rattlesnake,TRUE,TRUE,rattlesnake
raven,TRUE,TRUE,"raven, ravens, graven"
ray,TRUE,TRUE,ray
razor clam,FALSE,FALSE,No close match found
razorback,FALSE,FALSE,No close match found
razorbill,FALSE,FALSE,No close match found
red admiral butterfly,FALSE,FALSE,No close match found
red bellied woodpecker,FALSE,FALSE,No close match found
red deer,FALSE,FALSE,No close match found
red drum,FALSE,FALSE,No close match found
red fox,FALSE,FALSE,No close match found
red kangaroo,FALSE,FALSE,No close match found
red panda,FALSE,FALSE,No close match found
red robin,FALSE,FALSE,No close match found
red shouldered hawk,FALSE,FALSE,No close match found
red snapper,FALSE,FALSE,No close match found
red squirrel,FALSE,FALSE,No close match found
red tailed hawk,FALSE,FALSE,No close match found
red winged blackbird,FALSE,FALSE,No close match found
redbird,TRUE,TRUE,redbird
redbone,FALSE,FALSE,No close match found
redbreast,TRUE,TRUE,redbreast
redbug,FALSE,FALSE,No close match found
redear,FALSE,FALSE,No close match found
redfish,FALSE,FALSE,No close match found
redheaded woodpecker,FALSE,FALSE,No close match found
redhorse,FALSE,FALSE,No close match found
redhorse sucker,FALSE,FALSE,No close match found
redpoll,FALSE,FALSE,No close match found
redshank,FALSE,FALSE,No close match found
redstart,FALSE,FALSE,No close match found
redtail,TRUE,TRUE,"redtail, retail"
redtail hawk,FALSE,FALSE,No close match found
redwing,FALSE,FALSE,No close match found
reed bunting,FALSE,FALSE,No close match found
reef shark,FALSE,FALSE,No close match found
reindeer,TRUE,TRUE,reindeer
remora,FALSE,FALSE,No close match found
reptile,TRUE,TRUE,"reptile, reptiles"
reticulated python,FALSE,FALSE,No close match found
retriever,FALSE,TRUE,retrieve
rhea,FALSE,FALSE,No close match found
rhesus macaque,FALSE,FALSE,No close match found
rhesus monkey,FALSE,FALSE,No close match found
rhino,FALSE,FALSE,No close match found
rhinoceros,TRUE,TRUE,rhinoceros
rhinoceros beetle,FALSE,FALSE,No close match found
ribbonfish,FALSE,FALSE,No close match found
right whale,FALSE,FALSE,No close match found
ring-tailed lemur,FALSE,FALSE,No close match found
ringtail,FALSE,FALSE,No close match found
ringtail cat,FALSE,FALSE,No close match found
river otter,FALSE,FALSE,No close match found
river rat,FALSE,FALSE,No close match found
roach,TRUE,TRUE,"roach, broach"
roadrunner,FALSE,FALSE,No close match found
robin,TRUE,TRUE,"robin, robins"
robin redbreast,FALSE,FALSE,No close match found
rock hyrax,FALSE,FALSE,No close match found
rockfish,FALSE,FALSE,No close match found
rockhead,FALSE,FALSE,No close match found
rodent,FALSE,TRUE,rodents
roe,TRUE,TRUE,roe
roe deer,FALSE,FALSE,No close match found
roly-poly,FALSE,FALSE,No close match found
rook,TRUE,TRUE,rook
rooster,TRUE,TRUE,"rooster, roosters"
roseate spoonbill,FALSE,FALSE,No close match found
roseate tern,FALSE,FALSE,No close match found
rotifer,FALSE,FALSE,No close match found
rottweiler,FALSE,FALSE,No close match found
roundworm,FALSE,FALSE,No close match found
rudd,FALSE,FALSE,No close match found
ruddy duck,FALSE,FALSE,No close match found
ruddy turnstone,FALSE,FALSE,No close match found
ruffed grouse,FALSE,FALSE,No close match found
ruminant,FALSE,FALSE,No close match found
russian blue,FALSE,FALSE,No close match found
rusty blackbird,FALSE,FALSE,No close match found
saber tooth,FALSE,FALSE,No close match found
sabertoothed cat,FALSE,FALSE,No close match found
sabertoothed tiger,FALSE,FALSE,No close match found
sable,TRUE,TRUE,"sable, stable"
sable antelope,FALSE,FALSE,No close match found
sacred ibis,FALSE,FALSE,No close match found
sage grouse,FALSE,FALSE,No close match found
saiga,FALSE,FALSE,No close match found
sailfish,FALSE,FALSE,No close match found
saint bernard,FALSE,FALSE,No close match found
saki monkey,FALSE,FALSE,No close match found
salamander,TRUE,TRUE,salamander
salmon,TRUE,TRUE,"salmon, salmons, salon"
salmonid,FALSE,FALSE,No close match found
saltwater crocodile,FALSE,FALSE,No close match found
saltwater fish,FALSE,FALSE,No close match found
saluki,FALSE,FALSE,No close match found
sand cat,FALSE,FALSE,No close match found
sand crab,FALSE,FALSE,No close match found
sand dab,FALSE,FALSE,No close match found
sand dollar,FALSE,FALSE,No close match found
sand lance,FALSE,FALSE,No close match found
sand shark,FALSE,FALSE,No close match found
sand tiger shark,FALSE,FALSE,No close match found
sandbar shark,FALSE,FALSE,No close match found
sandfish,FALSE,FALSE,No close match found
sandfly,FALSE,FALSE,No close match found
sandhill crane,FALSE,FALSE,No close match found
sandpiper,FALSE,FALSE,No close match found
sapsucker,FALSE,FALSE,No close match found
sardine,TRUE,TRUE,"sardine, sardines"
sauropod,FALSE,FALSE,No close match found
sauropod dinosaur,FALSE,FALSE,No close match found
saury,FALSE,FALSE,No close match found
savannah cat,FALSE,FALSE,No close match found
sawfish,FALSE,FALSE,No close match found
sawfly,FALSE,FALSE,No close match found
scallop,FALSE,FALSE,No close match found
scaly anteater,FALSE,FALSE,No close match found
scarab,FALSE,FALSE,No close match found
scarlet macaw,FALSE,FALSE,No close match found
scarlet tanager,FALSE,FALSE,No close match found
scaup,FALSE,FALSE,No close match found
schipperke,FALSE,FALSE,No close match found
schistosome,FALSE,FALSE,No close match found
schnauzer,FALSE,FALSE,No close match found
scorpion,TRUE,TRUE,"scorpion, scorpions"
scorpionfish,FALSE,FALSE,No close match found
scoter,FALSE,FALSE,No close match found
scottish fold,FALSE,FALSE,No close match found
scottish shetland,FALSE,FALSE,No close match found
screech owl,FALSE,FALSE,No close match found
scrod,FALSE,FALSE,No close match found
scrub jay,FALSE,FALSE,No close match found
sculpin,FALSE,FALSE,No close match found
scup,FALSE,FALSE,No close match found
sea anemone,FALSE,FALSE,No close match found
sea bass,FALSE,FALSE,No close match found
sea bear,FALSE,FALSE,No close match found
sea bream,FALSE,FALSE,No close match found
sea cow,FALSE,FALSE,No close match found
sea cucumber,FALSE,FALSE,No close match found
sea lamprey,FALSE,FALSE,No close match found
sea lion,FALSE,FALSE,No close match found
sea lions,FALSE,FALSE,No close match found
sea monkey,FALSE,FALSE,No close match found
sea otter,FALSE,FALSE,No close match found
sea otters,FALSE,FALSE,No close match found
sea ray,FALSE,FALSE,No close match found
sea scorpion,FALSE,FALSE,No close match found
sea slug,FALSE,FALSE,No close match found
sea slug aplysia,FALSE,FALSE,No close match found
sea snake,FALSE,FALSE,No close match found
sea sponge,FALSE,FALSE,No close match found
sea squirt,FALSE,FALSE,No close match found
sea star,FALSE,FALSE,No close match found
sea turtle,FALSE,FALSE,No close match found
sea urchin,FALSE,FALSE,No close match found
seabird,FALSE,FALSE,No close match found
seagull,FALSE,FALSE,No close match found
seahawk,FALSE,FALSE,No close match found
seahorse,FALSE,FALSE,No close match found
seal,TRUE,TRUE,seal
sealion,FALSE,FALSE,No close match found
sedge wren,FALSE,FALSE,No close match found
sei whale,FALSE,FALSE,No close match found
serow,FALSE,FALSE,No close match found
serpent,TRUE,TRUE,"serpent, serpents"
serval,FALSE,FALSE,No close match found
shad,TRUE,TRUE,shad
shar pei,FALSE,FALSE,No close match found
shark,TRUE,TRUE,"shark, sharks"
shearwater,FALSE,FALSE,No close match found
sheep,TRUE,TRUE,sheep
sheepdog,FALSE,FALSE,No close match found
sheepshead,FALSE,FALSE,No close match found
shelduck,FALSE,FALSE,No close match found
shellfish,TRUE,TRUE,shellfish
shepherd,TRUE,TRUE,"shepherd, shepherds"
shetland pony,FALSE,FALSE,No close match found
shetland sheepdog,FALSE,FALSE,No close match found
shih tzu,FALSE,FALSE,No close match found
shipworm,FALSE,FALSE,No close match found
shorebird,FALSE,FALSE,No close match found
shortfin mako,FALSE,FALSE,No close match found
shorthorn,FALSE,FALSE,No close match found
shoveler,FALSE,FALSE,No close match found
shrew,TRUE,TRUE,"shrew, shrewd"
shrike,FALSE,FALSE,No close match found
shrimp,TRUE,TRUE,"shrimp, shrimps"
siamang,FALSE,FALSE,No close match found
siamese cat,FALSE,FALSE,No close match found
siberian blue robin,FALSE,FALSE,No close match found
siberian cat,FALSE,FALSE,No close match found
siberian husky,FALSE,FALSE,No close match found
siberian tiger,FALSE,FALSE,No close match found
sidewinder,FALSE,FALSE,No close match found
sika,FALSE,FALSE,No close match found
silkworm,TRUE,TRUE,"silkworm, silkworms"
silkworm moth,FALSE,FALSE,No close match found
silky terrier,FALSE,FALSE,No close match found
silverback,FALSE,FALSE,No close match found
silverback gorilla,FALSE,FALSE,No close match found
silverfish,FALSE,FALSE,No close match found
silvertip,FALSE,FALSE,No close match found
siphonophore,FALSE,FALSE,No close match found
siskin,FALSE,FALSE,No close match found
skate,TRUE,TRUE,"skate, skates"
skink,FALSE,FALSE,No close match found
skipjack,FALSE,FALSE,No close match found
skipjack tuna,FALSE,FALSE,No close match found
skua,FALSE,FALSE,No close match found
skunk,TRUE,TRUE,"skunk, skunks"
skylark,TRUE,TRUE,"skylark, skylarks"
sled dog,FALSE,FALSE,No close match found
slender loris,FALSE,FALSE,No close match found
slime eels,FALSE,FALSE,No close match found
sloth,TRUE,TRUE,sloth
sloth bear,FALSE,FALSE,No close match found
slow loris,FALSE,FALSE,No close match found
slug,TRUE,TRUE,slug
smallmouth,FALSE,FALSE,No close match found
smallmouth bass,FALSE,FALSE,No close match found
smalltooth sawfish,FALSE,FALSE,No close match found
smelt,TRUE,TRUE,smelt
smooth dogfish,FALSE,FALSE,No close match found
smooth hammerhead,FALSE,FALSE,No close match found
snail,TRUE,TRUE,"snail, snails"
snail darter,FALSE,FALSE,No close match found
snailfish,FALSE,FALSE,No close match found
snake,TRUE,TRUE,"snake, snakes"
snapper,TRUE,TRUE,snapper
snapping turtle,FALSE,FALSE,No close match found
snipe,TRUE,TRUE,snipe
snoek,FALSE,FALSE,No close match found
snook,FALSE,FALSE,No close match found
snow crab,FALSE,FALSE,No close match found
snow goose,FALSE,FALSE,No close match found
snow leopard,FALSE,FALSE,No close match found
snow lion,FALSE,FALSE,No close match found
snow monkey,FALSE,FALSE,No close match found
snowbird,FALSE,FALSE,No close match found
snowshoe hare,FALSE,FALSE,No close match found
snowy egret,FALSE,FALSE,No close match found
snowy owl,FALSE,FALSE,No close match found
sockeye,FALSE,FALSE,No close match found
sockeye salmon,FALSE,FALSE,No close match found
song thrush,FALSE,FALSE,No close match found
songbird,FALSE,FALSE,No close match found
soupfin,FALSE,FALSE,No close match found
sow,TRUE,TRUE,sow
spadefish,FALSE,FALSE,No close match found
spadefoot,FALSE,FALSE,No close match found
spadefoot toad,FALSE,FALSE,No close match found
spaniel,TRUE,TRUE,"spaniel, spaniels"
spanish mackerel,FALSE,FALSE,No close match found
sparrow,TRUE,TRUE,"sparrow, sparrows"
sparrow hawk,FALSE,FALSE,No close match found
spearfish,FALSE,FALSE,No close match found
speckled trout,FALSE,FALSE,No close match found
spectacled caiman,FALSE,FALSE,No close match found
sperm whale,FALSE,FALSE,No close match found
sphinx moth,FALSE,FALSE,No close match found
sphynx cat,FALSE,FALSE,No close match found
spider,TRUE,TRUE,"spider, spiders"
spider crab,FALSE,FALSE,No close match found
spider mite,FALSE,FALSE,No close match found
spider monkey,FALSE,FALSE,No close match found
spiny anteater,FALSE,FALSE,No close match found
spiny dogfish,FALSE,FALSE,No close match found
spiny dogfish shark,FALSE,FALSE,No close match found
spiny lobster,FALSE,FALSE,No close match found
spitting cobra,FALSE,FALSE,No close match found
spitz,FALSE,FALSE,No close match found
sponge,TRUE,TRUE,"sponge, sponges"
spoonbill,FALSE,FALSE,No close match found
spotted flycatcher,FALSE,FALSE,No close match found
spotted hyena,FALSE,FALSE,No close match found
spotted owl,FALSE,FALSE,No close match found
spotted salamander,FALSE,FALSE,No close match found
spotted sandpiper,FALSE,FALSE,No close match found
sprat,TRUE,TRUE,sprat
spring peeper,FALSE,FALSE,No close match found
springbok,FALSE,FALSE,No close match found
springer spaniel,FALSE,FALSE,No close match found
spruce bark beetle,FALSE,FALSE,No close match found
spruce grouse,FALSE,FALSE,No close match found
squab,TRUE,TRUE,squab
squid,FALSE,FALSE,No close match found
squirrel,TRUE,TRUE,"squirrel, squirrels"
squirrel monkey,FALSE,FALSE,No close match found
staffordshire bull terrier,FALSE,FALSE,No close match found
staffordshire terrier,FALSE,FALSE,No close match found
stag,TRUE,TRUE,stag
stag beetle,FALSE,FALSE,No close match found
staghorn coral,FALSE,FALSE,No close match found
stallion,TRUE,TRUE,"stallion, stallions"
standard poodle,FALSE,FALSE,No close match found
star-nosed mole,FALSE,FALSE,No close match found
starfish,TRUE,TRUE,starfish
stargazer,FALSE,FALSE,No close match found
starling,TRUE,TRUE,"starling, startling, tarling"
steed,TRUE,TRUE,"steed, stewed, steeds"
steenbok,FALSE,FALSE,No close match found
steeplechase horse,FALSE,FALSE,No close match found
steer,TRUE,TRUE,"steer, steers"
stegosaurus,FALSE,FALSE,No close match found
steller jay,FALSE,FALSE,No close match found
stick bug,FALSE,FALSE,No close match found
stick insect,FALSE,FALSE,No close match found
stickleback,FALSE,FALSE,No close match found
stilt,FALSE,TRUE,stilts
stingray,FALSE,FALSE,No close match found
stinkbug,FALSE,FALSE,No close match found
stoat,FALSE,FALSE,No close match found
stone curlew,FALSE,FALSE,No close match found
stone marten,FALSE,FALSE,No close match found
stonefish,FALSE,FALSE,No close match found
stonefly,FALSE,FALSE,No close match found
stony coral,FALSE,FALSE,No close match found
stork,TRUE,TRUE,"stork, storks"
storm petrel,FALSE,FALSE,No close match found
stormy petrel,FALSE,FALSE,No close match found
striped bass,FALSE,FALSE,No close match found
striped hyena,FALSE,FALSE,No close match found
striped marlin,FALSE,FALSE,No close match found
striped mullet,FALSE,FALSE,No close match found
striped skunk,FALSE,FALSE,No close match found
striper,FALSE,TRUE,stripe
sturgeon,TRUE,TRUE,"sturgeon, surgeon"
suckerfish,FALSE,FALSE,No close match found
suckermouth catfish,FALSE,FALSE,No close match found
sugar glider,FALSE,FALSE,No close match found
summer tanager,FALSE,FALSE,No close match found
sun bear,FALSE,FALSE,No close match found
sun conure,FALSE,FALSE,No close match found
sunfish,TRUE,TRUE,sunfish
superbug,FALSE,FALSE,No close match found
surfperch,FALSE,FALSE,No close match found
surgeon fish,FALSE,FALSE,No close match found
surgeonfish,FALSE,FALSE,No close match found
swallow,TRUE,TRUE,"swallow, swallows, wallow"
swallowtail,FALSE,FALSE,No close match found
swamp sparrow,FALSE,FALSE,No close match found
swan,TRUE,TRUE,swan
swift,TRUE,TRUE,swift
swiftlet,FALSE,FALSE,No close match found
swine,TRUE,TRUE,swine
swordfish,FALSE,FALSE,No close match found
swordtail,FALSE,FALSE,No close match found
t rex,FALSE,FALSE,No close match found
tabby,TRUE,TRUE,tabby
tabby cat,FALSE,FALSE,No close match found
tadpole,TRUE,TRUE,"tadpole, tadpoles"
tadpole shrimp,FALSE,FALSE,No close match found
taipan,FALSE,FALSE,No close match found
takahe,FALSE,FALSE,No close match found
takin,TRUE,TRUE,"takin, talkin, taking"
tamarin,FALSE,FALSE,No close match found
tammar wallaby,FALSE,FALSE,No close match found
tanager,TRUE,TRUE,tanager
tapeworm,FALSE,FALSE,No close match found
tapir,FALSE,FALSE,No close match found
tarantula,FALSE,FALSE,No close match found
tardigrade,FALSE,FALSE,No close match found
tarpon,FALSE,FALSE,No close match found
tarsier,FALSE,FALSE,No close match found
tasmanian devil,FALSE,FALSE,No close match found
tautog,FALSE,FALSE,No close match found
tawny owl,FALSE,FALSE,No close match found
teacup chihuahua,FALSE,FALSE,No close match found
teleost,FALSE,FALSE,No close match found
teleost fish,FALSE,FALSE,No close match found
tench,FALSE,TRUE,"trench, stench"
tent caterpillar,FALSE,FALSE,No close match found
termite,FALSE,FALSE,No close match found
tern,TRUE,TRUE,tern
terrapin,FALSE,FALSE,No close match found
terrier,TRUE,TRUE,"terrier, terriers"
tetra,FALSE,FALSE,No close match found
tetrapod,FALSE,FALSE,No close match found
theropod,FALSE,FALSE,No close match found
theropod dinosaur,FALSE,FALSE,No close match found
thorny devil,FALSE,FALSE,No close match found
thoroughbred,TRUE,TRUE,thoroughbred
threadfin,FALSE,FALSE,No close match found
three toed sloth,FALSE,FALSE,No close match found
thresher shark,FALSE,FALSE,No close match found
thrip,FALSE,FALSE,No close match found
thrush,TRUE,TRUE,thrush
thylacine,FALSE,FALSE,No close match found
tick,TRUE,TRUE,tick
tiger,TRUE,TRUE,"tiger, tigers"
tiger beetle,FALSE,FALSE,No close match found
tiger cub,FALSE,FALSE,No close match found
tiger moth,FALSE,FALSE,No close match found
tiger rattlesnake,FALSE,FALSE,No close match found
tiger salamander,FALSE,FALSE,No close match found
tiger shark,FALSE,FALSE,No close match found
tigon,FALSE,FALSE,No close match found
tigress,FALSE,FALSE,No close match found
tilapia,FALSE,FALSE,No close match found
tilefish,FALSE,FALSE,No close match found
timber rattlesnake,FALSE,FALSE,No close match found
timber wolf,FALSE,FALSE,No close match found
titanosaur,FALSE,FALSE,No close match found
titi,FALSE,FALSE,No close match found
titi monkey,FALSE,FALSE,No close match found
titmouse,TRUE,TRUE,titmouse
toad,TRUE,TRUE,toad
toadfish,FALSE,FALSE,No close match found
tobacco budworm,FALSE,FALSE,No close match found
tobacco hornworm,FALSE,FALSE,No close match found
tody,FALSE,FALSE,No close match found
tom turkey,FALSE,FALSE,No close match found
tomato hornworm,FALSE,FALSE,No close match found
tomcat,FALSE,FALSE,No close match found
toothed whale,FALSE,FALSE,No close match found
tortes,FALSE,FALSE,No close match found
tortoise,TRUE,TRUE,tortoise
tortoiseshell,FALSE,FALSE,No close match found
tortuga,TRUE,TRUE,tortuga
toucan,FALSE,FALSE,No close match found
towhee,FALSE,FALSE,No close match found
toy poodle,FALSE,FALSE,No close match found
toy spaniel,FALSE,FALSE,No close match found
tragopan,FALSE,FALSE,No close match found
trapdoor spider,FALSE,FALSE,No close match found
tree shrew,FALSE,FALSE,No close match found
treefrog,FALSE,FALSE,No close match found
trematode,FALSE,FALSE,No close match found
trepang,FALSE,FALSE,No close match found
triceratops,FALSE,FALSE,No close match found
triggerfish,TRUE,TRUE,triggerfish
trilobite,FALSE,FALSE,No close match found
tripletail,FALSE,FALSE,No close match found
trogon,FALSE,FALSE,No close match found
trotter,TRUE,TRUE,"trotter, trotters, totter"
trout,TRUE,TRUE,"trout, trouts"
trumpeter,TRUE,TRUE,"trumpeter, trumpeters"
trumpeter swan,FALSE,FALSE,No close match found
tsetse,FALSE,FALSE,No close match found
tsetse fly,FALSE,FALSE,No close match found
tuatara,FALSE,FALSE,No close match found
tubeworm,FALSE,FALSE,No close match found
tufted puffin,FALSE,FALSE,No close match found
tufted titmouse,FALSE,FALSE,No close match found
tuna,FALSE,FALSE,No close match found
tundra swan,FALSE,FALSE,No close match found
tunicate,FALSE,FALSE,No close match found
tunny,TRUE,TRUE,tunny
turbot,TRUE,TRUE,turbot
turkey,TRUE,TRUE,"turkey, turnkey, turkeys"
turkey buzzard,FALSE,FALSE,No close match found
turkey vulture,FALSE,FALSE,No close match found
turtle,TRUE,TRUE,"turtle, turtles"
turtle dove,FALSE,FALSE,No close match found
turtledove,FALSE,FALSE,No close match found
tusker,FALSE,FALSE,No close match found
tussock moth,FALSE,FALSE,No close match found
tyrannosaur,FALSE,FALSE,No close match found
tyrannosaurus,FALSE,FALSE,No close match found
tyrannosaurus rex,FALSE,FALSE,No close match found
ungulate,FALSE,FALSE,No close match found
unicorn,TRUE,TRUE,unicorn
upland sandpiper,FALSE,FALSE,No close match found
urchin,TRUE,TRUE,"urchin, urchins"
vampire bat,FALSE,FALSE,No close match found
vaquita,FALSE,FALSE,No close match found
varmint,FALSE,FALSE,No close match found
veal,TRUE,TRUE,veal
veery,FALSE,FALSE,No close match found
velociraptor,FALSE,FALSE,No close match found
venomous lizard,FALSE,FALSE,No close match found
vermin,TRUE,TRUE,vermin
vertebrate,FALSE,TRUE,vertebrae
vervet monkey,FALSE,FALSE,No close match found
vesper sparrow,FALSE,FALSE,No close match found
vicuna,FALSE,FALSE,No close match found
vinegarroon,FALSE,FALSE,No close match found
viper,TRUE,TRUE,viper
vireo,FALSE,FALSE,No close match found
vizsla,FALSE,FALSE,No close match found
vole,FALSE,FALSE,No close match found
vulture,TRUE,TRUE,"vulture, vultures"
wagtail,FALSE,FALSE,No close match found
wahoo,FALSE,FALSE,No close match found
wallaby,FALSE,FALSE,No close match found
wallaroo,FALSE,FALSE,No close match found
walleye,FALSE,FALSE,No close match found
walleyed pike,FALSE,FALSE,No close match found
walrus,TRUE,TRUE,walrus
wandering albatross,FALSE,FALSE,No close match found
wapiti,FALSE,FALSE,No close match found
warbler,TRUE,TRUE,"warbler, warble"
warthog,FALSE,FALSE,No close match found
wasp,TRUE,TRUE,wasp
water bear,FALSE,FALSE,No close match found
water buffalo,FALSE,FALSE,No close match found
water bug,FALSE,FALSE,No close match found
water moccasin,FALSE,FALSE,No close match found
water snake,FALSE,FALSE,No close match found
waterbird,FALSE,FALSE,No close match found
waterbuck,FALSE,FALSE,No close match found
waterfowl,TRUE,TRUE,waterfowl
waxwing,FALSE,TRUE,waxing
weakfish,FALSE,FALSE,No close match found
weasel,TRUE,TRUE,"weasel, weasels, easel"
webworm,FALSE,FALSE,No close match found
weevil,FALSE,FALSE,No close match found
weimaraner,FALSE,FALSE,No close match found
western lowland gorilla,FALSE,FALSE,No close match found
western meadowlark,FALSE,FALSE,No close match found
western tanager,FALSE,FALSE,No close match found
westie,FALSE,FALSE,No close match found
whale,TRUE,TRUE,"whale, whales, whaler"
whale shark,FALSE,FALSE,No close match found
wheatear,FALSE,FALSE,No close match found
whelk,FALSE,FALSE,No close match found
whelp,TRUE,TRUE,"whelp, whelps"
whiff,TRUE,TRUE,"whiff, whiffs"
whippet,FALSE,TRUE,whippets
whippoorwill,FALSE,FALSE,No close match found
whipsnake,FALSE,FALSE,No close match found
whiptail,FALSE,FALSE,No close match found
whirligig beetle,FALSE,FALSE,No close match found
white marlin,FALSE,FALSE,No close match found
white tailed deer,FALSE,FALSE,No close match found
white tiger,FALSE,FALSE,No close match found
white wolf,FALSE,FALSE,No close match found
whitebait,FALSE,FALSE,No close match found
whitefish,TRUE,TRUE,whitefish
whitefly,FALSE,FALSE,No close match found
whitetail deer,FALSE,FALSE,No close match found
whiting,TRUE,TRUE,whiting
whooper,FALSE,TRUE,hooper
whooper swan,FALSE,FALSE,No close match found
whooping crane,FALSE,FALSE,No close match found
widgeon,FALSE,FALSE,No close match found
widow spider,FALSE,FALSE,No close match found
wiener dog,FALSE,FALSE,No close match found
wigeon,FALSE,FALSE,No close match found
wiggler,FALSE,TRUE,wiggle
wild boar,FALSE,FALSE,No close match found
wild dog,FALSE,FALSE,No close match found
wildcat,TRUE,TRUE,wildcat
wildebeest,FALSE,FALSE,No close match found
willet,FALSE,FALSE,No close match found
winkle,TRUE,TRUE,"winkle, wrinkle, twinkle"
winter wren,FALSE,FALSE,No close match found
wireworm,FALSE,FALSE,No close match found
wolf,TRUE,TRUE,wolf
wolf cub,FALSE,FALSE,No close match found
wolf pup,FALSE,FALSE,No close match found
wolf spider,FALSE,FALSE,No close match found
wolffish,FALSE,TRUE,wolfish
wolfhound,TRUE,TRUE,wolfhound
wolverine,TRUE,TRUE,wolverine
wolves,TRUE,TRUE,wolves
woman,TRUE,TRUE,woman
wombat,FALSE,FALSE,No close match found
wood pewee,FALSE,FALSE,No close match found
